frameID,BVH,gBuffer,shadowMask,lighting,copy0,0.0006464,1.09484,0.0005888,0.424173,0.092896
1,0.000608,1.09357,0.0006976,0.417146,0.11769
2,0.0006208,1.15056,0.000576,0.424358,0.0927168
3,0.000608,1.23032,0.000576,0.417741,0.092448
4,0.0005888,1.42284,0.0005568,0.420698,0.093312
5,0.0005952,1.35033,0.000544,0.422374,0.0926144
6,0.0005952,1.39859,0.0005696,0.408634,0.0918912
7,0.0005824,1.41934,0.000576,0.420813,0.142464
8,0.000576,1.43104,0.0005568,0.419539,0.141978
9,0.0006272,1.36828,0.000576,0.409331,0.142374
10,0.0006144,1.38804,0.0005504,0.419827,0.0911104
11,0.0005952,1.40018,0.0005696,0.418886,0.141344
12,0.0005824,1.41412,0.000608,0.419859,0.0908352
13,0.0005952,1.40682,0.0005504,0.419424,0.0905728
14,0.000608,1.37953,0.0005568,0.419725,0.141126
15,0.000608,1.39181,0.0005568,0.415405,0.0916928
16,0.0005952,1.4314,0.0005568,0.422202,0.0915456
17,0.0006208,1.42994,0.0005504,0.422202,0.0915904
18,0.0006592,1.35548,0.0005632,0.422227,0.115584
19,0.0005824,1.37189,0.0005824,0.420416,0.141926
20,0.0005888,1.35427,0.0005568,0.420966,0.0917696
21,0.0005824,1.30358,0.0005504,0.418118,0.141619
22,0.0005824,1.35226,0.0005632,0.418861,0.115578
23,0.000608,1.29878,0.0005824,0.413965,0.1424
24,0.000608,1.27853,0.0005696,0.41353,0.0945408
25,0.0005824,1.28923,0.000576,0.408685,0.0922368
26,0.0006464,1.34623,0.000608,0.412902,0.0918464
27,0.0005888,1.29489,0.0005504,0.408723,0.0917696
28,0.0005824,1.36223,0.0005568,0.417466,0.09184
29,0.0005888,1.39603,0.0005568,0.417114,0.0931968
30,0.0005888,1.42938,0.0006272,0.41952,0.0921856
31,0.0006016,1.41028,0.0005568,0.414061,0.0920896
32,0.0006144,1.39976,0.0005824,0.411859,0.11616
33,0.0006144,1.44153,0.0005376,0.420192,0.142458
34,0.0005824,1.4335,0.0005888,0.419686,0.142694
35,0.0005824,1.41944,0.0005504,0.419642,0.0942528
36,0.0005824,1.42309,0.0005504,0.420819,0.142803
37,0.0005824,1.42289,0.0005504,0.41911,0.116102
38,0.0005952,1.41417,0.000544,0.423462,0.0926656
39,0.0005824,1.43224,0.0005376,0.413165,0.115373
40,0.0005824,1.42008,0.0005568,0.419251,0.142413
41,0.0005824,1.40632,0.000544,0.418541,0.141824
42,0.0005952,1.38518,0.0005504,0.420237,0.115418
43,0.0006208,1.37458,0.000576,0.412858,0.141901
44,0.0005952,1.35817,0.0005632,0.418925,0.141907
45,0.0005952,1.37325,0.0005504,0.418413,0.141517
46,0.0005952,1.36423,0.0005568,0.419482,0.0920512
47,0.0006208,1.3427,0.0005632,0.420659,0.0922048
48,0.000608,1.28521,0.0005632,0.417805,0.0922368
49,0.0005952,1.28413,0.0005568,0.416755,0.09248
50,0.000608,1.23615,0.0005568,0.41577,0.141741
51,0.0005888,1.17284,0.0005568,0.412448,0.093024
52,0.0005952,1.25006,0.0005376,0.413325,0.115411
53,0.0005888,1.27799,0.0005504,0.411942,0.14167
54,0.0006016,1.28827,0.0006016,0.410566,0.116192
55,0.0005888,1.32435,0.0005312,0.414509,0.142221
56,0.0006016,1.30883,0.0005504,0.420698,0.0922304
57,0.0005888,1.3576,0.0005696,0.418272,0.116205
58,0.0005888,1.47427,0.0005568,0.419168,0.092768
59,0.000576,1.50257,0.000544,0.419392,0.14617
60,0.0005952,1.45407,0.0005568,0.42279,0.118477
61,0.0006336,1.45068,0.0005952,0.418752,0.143373
62,0.0005824,1.43704,0.0005568,0.412979,0.144947
63,0.00064,1.4542,0.0005504,0.420678,0.0943424
64,0.0005888,1.4368,0.0005568,0.416723,0.145178
65,0.0006144,1.44246,0.000544,0.417459,0.117792
66,0.0006016,1.41072,0.000576,0.417728,0.142944
67,0.0006336,1.40177,0.000576,0.417261,0.0945664
68,0.0005952,1.38308,0.000608,0.414893,0.143021
69,0.0005888,1.35891,0.0005696,0.415866,0.091968
70,0.0005952,1.3465,0.0005824,0.407648,0.143642
71,0.0005952,1.33793,0.0005632,0.411494,0.0915712
72,0.0005888,1.27883,0.0005568,0.398266,0.141786
73,0.0005888,1.28118,0.0005504,0.411219,0.115866
74,0.0005888,1.27501,0.0005376,0.406758,0.0925312
75,0.0006016,1.19656,0.0005632,0.406477,0.143014
76,0.0006016,1.13804,0.0006272,0.413805,0.115142
77,0.0006144,1.00134,0.000544,0.414253,0.0925312
78,0.0006272,1.00044,0.0005568,0.412979,0.143142
79,0.0005952,1.01172,0.0005568,0.416352,0.0916096
80,0.0005888,1.01453,0.000576,0.412256,0.0920704
81,0.000608,1.04199,0.0005504,0.41504,0.0922496
82,0.0006208,1.02255,0.0005568,0.414579,0.0924032
83,0.0005952,1.03895,0.0005632,0.408493,0.142438
84,0.0006592,1.05048,0.0005504,0.415533,0.115514
85,0.0006016,1.02398,0.0005376,0.415878,0.0941568
86,0.0005888,1.0406,0.0005504,0.41488,0.091552
87,0.0005888,1.0258,0.0005504,0.414387,0.14224
88,0.0005632,1.13808,0.0005504,0.412269,0.0917888
89,0.0005952,1.2722,0.0005504,0.414541,0.141363
90,0.0005952,1.26225,0.0005568,0.413933,0.142061
91,0.0005952,1.20781,0.0005376,0.413568,0.115533
92,0.0005824,1.19373,0.000576,0.410822,0.142259
93,0.0005824,1.1529,0.0005568,0.412678,0.091808
94,0.0006016,1.1262,0.0005888,0.411526,0.142214
95,0.0006592,0.970074,0.0006272,0.415552,0.0921344
96,0.0006528,1.00618,0.0005632,0.413235,0.0920512
97,0.0005888,0.986342,0.0005824,0.412006,0.0918016
98,0.0005952,0.976102,0.0006272,0.407373,0.0923456
99,0.0006208,0.969069,0.0005568,0.412038,0.142323
100,0.0005952,0.961523,0.0005504,0.411578,0.091744
101,0.000576,0.954221,0.0005632,0.411258,0.092128
102,0.0005824,0.968486,0.0005504,0.410899,0.0918464
103,0.0006592,0.958714,0.000544,0.408704,0.14201
104,0.0005952,0.945696,0.0005696,0.407002,0.141837
105,0.0006016,0.94121,0.0005568,0.401811,0.092032
106,0.0005824,0.943923,0.0005504,0.40953,0.115725
107,0.0006016,0.941037,0.0005824,0.410202,0.115347
108,0.0005824,0.964954,0.0006016,0.408506,0.0921152
109,0.0005696,0.953562,0.0005504,0.408922,0.0915776
110,0.000576,0.931834,0.0005504,0.400742,0.115552
111,0.0005824,0.905722,0.0005504,0.4056,0.0916608
112,0.0005824,0.908896,0.0005568,0.40311,0.176096
113,0.0005888,0.923328,0.000544,0.403731,0.0917056
114,0.0005824,0.917766,0.0005376,0.405152,0.11609
115,0.000576,0.921453,0.0005504,0.406918,0.0918912
116,0.0006016,0.890278,0.0005504,0.407315,0.116
117,0.0006272,0.847744,0.0005504,0.405971,0.0914816
118,0.0005888,0.84471,0.0005568,0.406547,0.0925504
119,0.0006208,1.06816,0.000544,0.406432,0.14128
120,0.0005952,1.05955,0.0005568,0.411392,0.0916352
121,0.0006016,1.15481,0.000544,0.40089,0.11529
122,0.0005952,1.20675,0.000544,0.398355,0.091648
123,0.0006912,1.22056,0.0005632,0.402669,0.141715
124,0.0006144,1.22647,0.0005952,0.40537,0.141709
125,0.0005952,1.18207,0.0005568,0.406509,0.141978
126,0.0005696,1.21859,0.0005504,0.403674,0.091712
127,0.000576,1.23642,0.0005888,0.405978,0.0918464
128,0.0006464,1.24456,0.0005568,0.406445,0.146163
129,0.0006272,1.37106,0.0005568,0.408282,0.0923136
130,0.0005888,1.26074,0.0005568,0.400314,0.116006
131,0.0005952,1.24308,0.0005568,0.40951,0.0919936
132,0.0005952,1.26168,0.000544,0.40592,0.091936
133,0.0005952,1.24558,0.0005376,0.408941,0.0926336
134,0.0006016,1.2797,0.0006016,0.409562,0.0920576
135,0.0005952,1.27899,0.0005632,0.409574,0.0923136
136,0.0005952,1.37859,0.000544,0.4112,0.141907
137,0.0005824,1.29869,0.0005568,0.41001,0.142163
138,0.0005888,1.27626,0.0006016,0.410995,0.0923968
139,0.0005952,1.27828,0.0005504,0.410362,0.115642
140,0.0005824,1.26762,0.0005632,0.412634,0.0922432
141,0.0005888,1.26726,0.0005568,0.409146,0.115635
142,0.0005888,1.26755,0.0005824,0.410086,0.0918848
143,0.0006016,1.28886,0.000608,0.410246,0.142707
144,0.0006144,1.31519,0.000544,0.410618,0.091936
145,0.0005952,1.22227,0.0005632,0.409606,0.141696
146,0.0005888,1.22278,0.0005824,0.410637,0.0919488
147,0.000576,1.24234,0.0005568,0.409536,0.0941824
148,0.0005952,1.23994,0.0005888,0.410509,0.141722
149,0.0005888,1.25535,0.0005568,0.410598,0.0943808
150,0.0018112,1.3062,0.0006016,0.408806,0.0916416
151,0.0005952,1.27332,0.0005568,0.413798,0.0924864
152,0.000576,1.37315,0.0005568,0.411616,0.141811
153,0.0005888,1.31348,0.0005568,0.414765,0.0917312
154,0.000576,1.3356,0.0005632,0.412768,0.141882
155,0.0006144,1.3802,0.0005504,0.412122,0.115571
156,0.0005952,1.3357,0.0005504,0.416186,0.0914944
157,0.0006016,1.38187,0.0005632,0.415616,0.142234
158,0.0005824,1.34954,0.0005504,0.409331,0.118067
159,0.0006272,1.37538,0.0005632,0.413491,0.091712
160,0.0005888,1.36204,0.0005568,0.413971,0.0922112
161,0.0005824,1.30707,0.0005696,0.415923,0.14215
162,0.0005888,1.30749,0.0005568,0.413971,0.14183
163,0.000576,1.29615,0.0005632,0.413331,0.0919808
164,0.0005824,1.29364,0.0005504,0.415142,0.141805
165,0.0005824,1.30632,0.000576,0.414522,0.092416
166,0.0005824,1.39888,0.0005952,0.413274,0.092128
167,0.0005888,1.32863,0.0005504,0.414355,0.092448
168,0.0006272,1.45082,0.0005568,0.41271,0.0925248
169,0.0005952,1.32346,0.0006144,0.412563,0.141696
170,0.00064,1.31669,0.0005632,0.415891,0.0921088
171,0.0005952,1.37068,0.0006016,0.412781,0.0918208
172,0.0005952,1.40068,0.0005568,0.412442,0.0922752
173,0.0006016,1.31639,0.0005504,0.412365,0.141491
174,0.0005888,1.33018,0.000544,0.413126,0.117485
175,0.0005888,1.28721,0.0005504,0.412378,0.0923776
176,0.0005824,1.40913,0.000576,0.410829,0.141664
177,0.000576,1.29899,0.0005504,0.410362,0.142112
178,0.0006016,1.26394,0.0005952,0.409133,0.0922944
179,0.0005952,1.31799,0.0005568,0.407315,0.142522
180,0.0006016,1.25815,0.000608,0.407923,0.0913344
181,0.000576,1.25313,0.0005568,0.409715,0.0919872
182,0.000576,1.26481,0.000576,0.408224,0.092608
183,0.0005888,1.39164,0.000576,0.40903,0.0920896
184,0.0006016,1.30202,0.0005696,0.409043,0.0924288
185,0.0006528,1.30168,0.0005632,0.40832,0.11593
186,0.0005888,1.31656,0.000544,0.409498,0.142502
187,0.0006464,1.32918,0.0005504,0.409082,0.14247
188,0.0005824,1.38211,0.0005568,0.409805,0.116365
189,0.000576,1.45258,0.0005504,0.412531,0.115411
190,0.0005888,1.3587,0.0005504,0.412928,0.0928704
191,0.0005824,1.34904,0.0005568,0.409683,0.142598
192,0.000576,1.4544,0.0005696,0.410758,0.0930048
193,0.0005824,1.40252,0.0005568,0.410163,0.197523
